id,loss
250000,7.828717613771403
250001,4.519461815657564
250002,8.01983357297216
250003,7.404080143374813
250004,7.376219698454165
250005,9.136784772942178
250006,8.749499103773815
250007,6.052436662830914
250008,7.328288516344159
250009,7.3382112767639
250010,5.609793917115212
250011,6.522998888387633
250012,5.710965339766631
250013,6.12883957696782
250014,9.096650304925092
250015,4.981902011522493
250016,6.926978515968926
250017,7.5605610152524605
250018,5.326458637235476
250019,6.019044637075581
250020,7.281412747007025
250021,7.901646382426165
250022,7.386723620249526
250023,8.126474759799464
250024,5.396918472754805
250025,7.44075788443115
250026,8.333286357478755
250027,4.846579758561916
250028,7.361317587806056
250029,7.449088366979353
250030,6.559384788222246
250031,6.749110650249563
250032,5.6475229260720425
250033,5.191023411883748
250034,6.847441868896567
250035,7.98116070576998
250036,6.645375560304942
250037,8.685103077089465
250038,6.062463796984844
250039,6.068357166375563
250040,7.821915445404997
250041,6.3630929542041486
250042,7.0397458297224915
250043,8.048022386338388
250044,5.242208524067095
250045,7.009097577090188
250046,7.04439976746005
250047,6.033535189230292
250048,9.261493009772934
250049,5.309350415046083
250050,6.62441986330424
250051,8.669799395218206
250052,8.257190021840643
250053,7.068469669769442
250054,4.427690574881126
250055,6.843745542768829
250056,7.22180450647852
250057,8.245342036490001
250058,7.411647037995067
250059,7.234399197480684
250060,6.513857040908533
250061,7.238088085617164
250062,6.1654790681215985
250063,6.8341766243419215
250064,5.896315117297604
250065,4.600497201206167
250066,5.3267866330158995
250067,5.387107645646438
250068,7.3771544595059595
250069,5.15736258913897
250070,6.148119251324488
250071,5.634937303710785
250072,9.290458577218374
250073,5.710159613422775
250074,7.3235243836187465
250075,4.876533976047526
250076,7.1077938871301285
250077,4.084936497864874
250078,4.982067808494307
250079,5.716362837756378
250080,6.076084432291495
250081,10.590111856892008
250082,10.156937426084824
250083,7.230001172745574
250084,6.50450607586572
250085,7.967696114804426
250086,6.727803392656597
250087,6.257183398086795
250088,4.9397011429559825
250089,7.6741655558771384
250090,6.935691280591868
250091,7.063724422599634
250092,7.288082724437459
250093,7.807134412523496
250094,7.10371656181826
250095,6.1825381280092415
250096,5.8731548006713865
250097,8.865172407010604
250098,6.093402286362561
250099,5.1303714013467925
